Chapter,Disease,ID,,,,ICD9_CODE,TA,SHORT_TITLE,Count of HADM_ID,Adverse Effect,Disease,,
,,,,,,01330,001-139,TB brain abscess-unspec,1,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01354,001-139,TB sp crd absc-cult dx,1,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01301,001-139,TB meningitis-no exam,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01302,001-139,TB meningitis-exam unkn,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01303,001-139,TB meningitis-micro dx,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01305,001-139,TB meningitis-histo dx,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01306,001-139,TB meningitis-oth test,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01310,001-139,Tubrclma meninges-unspec,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01311,001-139,Tubrclma mening-no exam,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01312,001-139,Tubrclma menin-exam unkn,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01313,001-139,Tubrclma mening-micro dx,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01314,001-139,Tubrclma mening-cult dx,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01315,001-139,Tubrclma mening-histo dx,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01316,001-139,Tubrclma mening-oth test,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01320,001-139,Tuberculoma brain-unspec,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01321,001-139,Tubrcloma brain-no exam,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01322,001-139,Tubrclma brain-exam unkn,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01323,001-139,Tubrcloma brain-micro dx,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01324,001-139,Tubrcloma brain-cult dx,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01326,001-139,Tubrcloma brain-oth test,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01331,001-139,TB brain abscess-no exam,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01332,001-139,TB brain absc-exam unkn,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01333,001-139,TB brain absc-micro dx,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01334,001-139,TB brain abscess-cult dx,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01335,001-139,TB brain absc-histo dx,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01336,001-139,TB brain absc-oth test,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01340,001-139,Tubrclma sp cord-unspec,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01341,001-139,Tubrclma sp cord-no exam,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01342,001-139,Tubrclma sp cd-exam unkn,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01343,001-139,Tubrclma sp crd-micro dx,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01344,001-139,Tubrclma sp cord-cult dx,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01345,001-139,Tubrclma sp crd-histo dx,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01346,001-139,Tubrclma sp crd-oth test,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01350,001-139,TB sp crd abscess-unspec,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01351,001-139,TB sp crd absc-no exam,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01352,001-139,TB sp crd absc-exam unkn,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01353,001-139,TB sp crd absc-micro dx,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01355,001-139,TB sp crd absc-histo dx,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01356,001-139,TB sp crd absc-oth test,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01360,001-139,TB encephalitis-unspec,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01361,001-139,TB encephalitis-no exam,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01362,001-139,TB encephalit-exam unkn,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01363,001-139,TB encephalitis-micro dx,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01364,001-139,TB encephalitis-cult dx,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01365,001-139,TB encephalitis-histo dx,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01366,001-139,TB encephalitis-oth test,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01380,001-139,Cns TB NEC-unspec,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01381,001-139,Cns TB NEC-no exam,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01382,001-139,Cns TB NEC-exam unkn,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01383,001-139,Cns TB NEC-micro dx,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01384,001-139,Cns TB NEC-cult dx,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01385,001-139,Cns TB NEC-histo dx,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01386,001-139,Cns TB NEC-oth test,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01390,001-139,Cns TB NOS-unspec,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01391,001-139,Cns TB NOS-no exam,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01392,001-139,Cns TB NOS-exam unkn,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01393,001-139,Cns TB NOS-micro dx,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01394,001-139,Cns TB NOS-cult dx,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01395,001-139,Cns TB NOS-histo dx,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01396,001-139,Cns TB NOS-oth test,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01402,001-139,TB peritonitis-exam unkn,1,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01405,001-139,TB peritonitis-histo dx,1,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01485,001-139,Intestin TB NEC-histo dx,1,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01400,001-139,TB peritonitis-unspec,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01401,001-139,TB peritonitis-no exam,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01403,001-139,TB peritonitis-micro dx,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01404,001-139,TB peritonitis-cult dx,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01406,001-139,TB peritonitis-oth test,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01480,001-139,Intestinal TB NEC-unspec,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01481,001-139,Intestin TB NEC-no exam,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01482,001-139,Intest TB NEC-exam unkn,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01483,001-139,Intestin TB NEC-micro dx,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01484,001-139,Intestin TB NEC-cult dx,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01486,001-139,Intestin TB NEC-oth test,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01504,001-139,TB of vertebra-cult dx,2,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01505,001-139,TB of vertebra-histo dx,1,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01500,001-139,TB of vertebra-unspec,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01501,001-139,TB of vertebra-no exam,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01502,001-139,TB of vertebra-exam unkn,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01503,001-139,TB of vertebra-micro dx,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01506,001-139,TB of vertebra-oth test,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01510,001-139,TB of hip-unspec,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01511,001-139,TB of hip-no exam,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01512,001-139,TB of hip-exam unkn,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01513,001-139,TB of hip-micro dx,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01514,001-139,TB of hip-cult dx,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01515,001-139,TB of hip-histo dx,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01516,001-139,TB of hip-oth test,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01520,001-139,TB of knee-unspec,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01521,001-139,TB of knee-no exam,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01522,001-139,TB of knee-exam unkn,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01523,001-139,TB of knee-micro dx,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01524,001-139,TB of knee-cult dx,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01525,001-139,TB of knee-histo dx,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01526,001-139,TB of knee-oth test,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01550,001-139,TB of limb bones-unspec,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01551,001-139,TB limb bones-no exam,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01552,001-139,TB limb bones-exam unkn,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01553,001-139,TB limb bones-micro dx,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01554,001-139,TB limb bones-cult dx,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01555,001-139,TB limb bones-histo dx,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01556,001-139,TB limb bones-oth test,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01560,001-139,TB of mastoid-unspec,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01561,001-139,TB of mastoid-no exam,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01562,001-139,TB of mastoid-exam unkn,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01563,001-139,TB of mastoid-micro dx,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01564,001-139,TB of mastoid-cult dx,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01565,001-139,TB of mastoid-histo dx,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01566,001-139,TB of mastoid-oth test,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01570,001-139,TB of bone NEC-unspec,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01571,001-139,TB of bone NEC-no exam,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01572,001-139,TB of bone NEC-exam unkn,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01573,001-139,TB of bone NEC-micro dx,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01574,001-139,TB of bone NEC-cult dx,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01575,001-139,TB of bone NEC-histo dx,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01576,001-139,TB of bone NEC-oth test,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01580,001-139,TB of joint NEC-unspec,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01581,001-139,TB of joint NEC-no exam,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01582,001-139,TB joint NEC-exam unkn,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01583,001-139,TB of joint NEC-micro dx,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01584,001-139,TB of joint NEC-cult dx,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01585,001-139,TB of joint NEC-histo dx,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01586,001-139,TB of joint NEC-oth test,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01590,001-139,TB bone/joint NOS-unspec,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01591,001-139,TB bone/jt NOS-no exam,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01592,001-139,TB bone/jt NOS-exam unkn,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01593,001-139,TB bone/jt NOS-micro dx,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01594,001-139,TB bone/jt NOS-cult dx,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01595,001-139,TB bone/jt NOS-histo dx,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01596,001-139,TB bone/jt NOS-oth test,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01600,001-139,TB of kidney-unspec,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01601,001-139,TB of kidney-no exam,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01602,001-139,TB of kidney-exam unkn,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01603,001-139,TB of kidney-micro dx,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01604,001-139,TB of kidney-cult dx,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01605,001-139,TB of kidney-histo dx,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01606,001-139,TB of kidney-oth test,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01610,001-139,TB of bladder-unspec,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01611,001-139,TB of bladder-no exam,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01612,001-139,TB of bladder-exam unkn,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01613,001-139,TB of bladder-micro dx,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01614,001-139,TB of bladder-cult dx,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01615,001-139,TB of bladder-histo dx,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01616,001-139,TB of bladder-oth test,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01620,001-139,TB of ureter-unspec,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01621,001-139,TB of ureter-no exam,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01622,001-139,TB of ureter-exam unkn,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01623,001-139,TB of ureter-micro dx,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01624,001-139,TB of ureter-cult dx,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01625,001-139,TB of ureter-histo dx,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01626,001-139,TB of ureter-oth test,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01630,001-139,TB urinary NEC-unspec,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01631,001-139,TB urinary NEC-no exam,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01632,001-139,TB urinary NEC-exam unkn,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01633,001-139,TB urinary NEC-micro dx,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01634,001-139,TB urinary NEC-cult dx,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01635,001-139,TB urinary NEC-histo dx,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01636,001-139,TB urinary NEC-oth test,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01640,001-139,TB epididymis-unspec,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01641,001-139,TB epididymis-no exam,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01642,001-139,TB epididymis-exam unkn,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01643,001-139,TB epididymis-micro dx,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01644,001-139,TB epididymis-cult dx,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01645,001-139,TB epididymis-histo dx,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01646,001-139,TB epididymis-oth test,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01650,001-139,TB male genit NEC-unspec,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01651,001-139,TB male gen NEC-no exam,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01652,001-139,TB male gen NEC-ex unkn,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01653,001-139,TB male gen NEC-micro dx,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01654,001-139,TB male gen NEC-cult dx,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01655,001-139,TB male gen NEC-histo dx,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01656,001-139,TB male gen NEC-oth test,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01660,001-139,TB ovary & tube-unspec,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01661,001-139,TB ovary & tube-no exam,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01662,001-139,TB ovary/tube-exam unkn,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01663,001-139,TB ovary & tube-micro dx,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01664,001-139,TB ovary & tube-cult dx,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01665,001-139,TB ovary & tube-histo dx,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01666,001-139,TB ovary & tube-oth test,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01670,001-139,TB female gen NEC-unspec,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01671,001-139,TB fem gen NEC-no exam,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01672,001-139,TB fem gen NEC-exam unkn,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01673,001-139,TB fem gen NEC-micro dx,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01674,001-139,TB fem gen NEC-cult dx,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01675,001-139,TB fem gen NEC-histo dx,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01676,001-139,TB fem gen NEC-oth test,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01690,001-139,Gu TB NOS-unspec,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01691,001-139,Gu TB NOS-no exam,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01692,001-139,Gu TB NOS-exam unkn,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01693,001-139,Gu TB NOS-micro dx,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01694,001-139,Gu TB NOS-cult dx,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01695,001-139,Gu TB NOS-histo dx,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01696,001-139,Gu TB NOS-oth test,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01700,001-139,TB skin/subcutan-unspec,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01701,001-139,TB skin/subcut-no exam,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01702,001-139,TB skin/subcut-exam unkn,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01703,001-139,TB skin/subcut-micro dx,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01704,001-139,TB skin/subcut-cult dx,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01705,001-139,TB skin/subcut-histo dx,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01706,001-139,TB skin/subcut-oth test,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01710,001-139,Erythema nodos tb-unspec,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01711,001-139,Erythem nodos tb-no exam,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01712,001-139,Erythem nod tb-exam unkn,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01713,001-139,Erythem nod tb-micro dx,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01714,001-139,Erythem nodos tb-cult dx,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01715,001-139,Erythem nod tb-histo dx,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01716,001-139,Erythem nod tb-oth test,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01720,001-139,TB periph lymph-unspec,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01721,001-139,TB periph lymph-no exam,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01722,001-139,TB periph lymph-exam unk,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01723,001-139,TB periph lymph-micro dx,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01724,001-139,TB periph lymph-cult dx,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01725,001-139,TB periph lymph-histo dx,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01726,001-139,TB periph lymph-oth test,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01730,001-139,TB of eye-unspec,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01731,001-139,TB of eye-no exam,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01732,001-139,TB of eye-exam unkn,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01733,001-139,TB of eye-micro dx,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01734,001-139,TB of eye-cult dx,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01735,001-139,TB of eye-histo dx,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01736,001-139,TB of eye-oth test,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01740,001-139,TB of ear-unspec,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01741,001-139,TB of ear-no exam,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01742,001-139,TB of ear-exam unkn,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01743,001-139,TB of ear-micro dx,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01744,001-139,TB of ear-cult dx,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01745,001-139,TB of ear-histo dx,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01746,001-139,TB of ear-oth test,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01750,001-139,TB of thyroid-unspec,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01751,001-139,TB of thyroid-no exam,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01752,001-139,TB of thyroid-exam unkn,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01753,001-139,TB of thyroid-micro dx,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01754,001-139,TB of thyroid-cult dx,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01755,001-139,TB of thyroid-histo dx,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01756,001-139,TB of thyroid-oth test,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01760,001-139,TB of adrenal-unspec,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01761,001-139,TB of adrenal-no exam,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01762,001-139,TB of adrenal-exam unkn,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01763,001-139,TB of adrenal-micro dx,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01764,001-139,TB of adrenal-cult dx,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01765,001-139,TB of adrenal-histo dx,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01766,001-139,TB of adrenal-oth test,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01770,001-139,TB of spleen-unspec,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01771,001-139,TB of spleen-no exam,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01772,001-139,TB of spleen-exam unkn,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01773,001-139,TB of spleen-micro dx,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01774,001-139,TB of spleen-cult dx,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01775,001-139,TB of spleen-histo dx,0,-,Tuberculosis,001-139Tuberculosis,#N/A
,,,,,,01776,001-139,TB of spleen-oth test,0,-,Tuberculosis,001-139Tuberculosis,#N/A
